Product_name,Description,Merchant_category,ImageURL,discount,Price,Price2,Deeplink
Aqua Satin Belt Chemise- Val131,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Tops > Vests & Camisoles,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5368-7679655-1-product.jpg,15%,765,900,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Faqua-satin-belt-chemise-val131-5569767.html%2F%3Futm_content%3DVA395FAEPDNRNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Coral Malai Lawn Kurta With Jute Embroidered Placket,,Root Category > Womens Fashion > Womens Clothing > Kurtas & Shalwar Kameez > Kurtas > Pakistani & Traditional Clothing,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Ffashion-cafe-3600-2167855-1-product.jpg,30%,1399,1995,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fcoral-malai-lawn-kurta-with-jute-embroidered-placket-5587612.html%2F%3Futm_content%3DFA210FAEPRFGNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Light Green Satin Gown,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5343-5379655-1-product.jpg,15%,977.5,1150,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Flight-green-satin-gown-5569735.html%2F%3Futm_content%3DVA395FAEPDMVNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Light Green Polyester Satin Night Suit,Light Green Polyester Satin Night Suit for Women,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5285-7669655-1-product.jpg,0%,1200,1200,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Flight-green-polyester-satin-night-suit-5569667.html%2F%3Futm_content%3DVA395FAEPDKZNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Aqua Blue Shirt With White Printed Cotton Capri Ld-7601,Sleep with comfort with Style and Comfort nightwear. The super cozy fabrics are sure to make your lounge time relaxing.&nbsp;,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fstyle-and-comfort-3600-9008655-1-product.jpg,32%,1699,2499,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Faqua-blue-shirt-with-white-printed-cotton-capri-ld-7601-5568009.html%2F%3Futm_content%3DST336FAEPCAXNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Ivory Polyester Satin Cami Set For Women - CHEM-006,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Tops > Vests & Camisoles,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-4909-3139655-1-product.jpg,15%,765,900,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fivory-polyester-satin-cami-set-for-women-chem-006-5569313.html%2F%3Futm_content%3DVA395FAEPDB5NAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Royal Blue Polyester Satin Cami Set For Women - CHEM-006 RB,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Tops > Vests & Camisoles,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5301-7869655-1-product.jpg,15%,765,900,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Froyal-blue-polyester-satin-cami-set-for-women-chem-006-rb-5569687.html%2F%3Futm_content%3DVA395FAEPDLJNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Traditional Aire Bra - Pack of 2 - Black & Skin,If you dont have as air brayet then it would be the most comfortable bra you would ever own. Aire Bra is avery comfortable bra designed after long research by scientists taking specialcare of all types of breasts. Now you dont have to worry for comfort as airebra will make you feel more comfortable and you would be happy wearing a braall time,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Bras > Bras,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Ftraditional-enterprise-3600-2496265-1-product.jpg,21%,789,999,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Ftraditional-aire-bra-pack-of-2-black-skin-5626942.html%2F%3Futm_content%3DTR568FA0EV1AYNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Purple Plain long Choridar Tights T-28 Pill-Free Guaranted,Export Quality Durability/Strength Comfortablility Pill-Free No Hariness Guaranted Easy to iron Easy to fold Easy to Store Easy to Wear Never apply Blaech & avoid damage to product,Root Category > Womens Fashion > Womens Clothing > Tights & Leggings > Western Clothing > Bottoms & Tights,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fs-m-collection-9673-0219655-1-product.jpg,27%,503,690,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fpurple-plain-long-choridar-tights-t-28-pill-free-guaranted-5569120.html%2F%3Futm_content%3DSM787FAEPD5SNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Grey Solid Polyester Solid Satin Set - PJ11 GR,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5061-9649655-1-product.jpg,15%,1360,1600,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fgrey-solid-polyester-solid-satin-set-pj11-gr-5569469.html%2F%3Futm_content%3DVA395FAEPDFHNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Ivory Solid Polyester Satin Nightsuit - PJ 10,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5202-5759655-1-product.jpg,17%,999,1200,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fivory-solid-polyester-satin-nightsuit-pj-10-5569575.html%2F%3Futm_content%3DVA395FAEPDIFNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Pink Solid Polyester Satin Night Suit - PJ 08 PK,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5180-4459655-1-product.jpg,17%,999,1200,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fpink-solid-polyester-satin-night-suit-pj-08-pk-5569544.html%2F%3Futm_content%3DVA395FAEPDHKNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Dark Red Solid Polyester Satin Night Suit - PJ 08 DR,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5189-6559655-1-product.jpg,17%,999,1200,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fdark-red-solid-polyester-satin-night-suit-pj-08-dr-5569556.html%2F%3Futm_content%3DVA395FAEPDHWNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Blue Solid Polyester Night Suit - VAL 114,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5191-7559655-1-product.jpg,17%,999,1200,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fblue-solid-polyester-night-suit-val-114-5569557.html%2F%3Futm_content%3DVA395FAEPDHXNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Black Solid Polyester Satin Night Suit - VAL 101,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5195-1759655-1-product.jpg,17%,999,1200,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fblack-solid-polyester-satin-night-suit-val-101-5569571.html%2F%3Futm_content%3DVA395FAEPDIBNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Dark Red Solid Polyester With Contrast Border Nightsuit For Women - VPJ 02 DR,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5351-8379655-1-product.jpg,15%,1360,1600,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fdark-red-solid-polyester-with-contrast-border-nightsuit-for-women-vpj-02-dr-5569738.html%2F%3Futm_content%3DVA395FAEPDMYNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Black Solid Polyester With Contrast Border Nightsuit For Women - VPJ 02 BK,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5879-5479655-1-product.jpg,15%,1360,1600,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fblack-solid-polyester-with-contrast-border-nightsuit-for-women-vpj-02-bk-5569745.html%2F%3Futm_content%3DVA395FAEPDN5NAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Skin Chamak Plain Cotton Tights - T-46,,Root Category > Womens Fashion > Womens Clothing > Tights & Leggings > Western Clothing > Bottoms & Tights,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fs-m-collection-5510-6499655-1-product.jpg,15%,509,599,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fskin-chamak-plain-cotton-tights-t-46-5569946.html%2F%3Futm_content%3DSM787FAEPDSQNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Blue Velvet Tights For Women - Tights001,Blue Velvet Tights For Women&nbsp;,Root Category > Womens Fashion > Womens Clothing > Tights & Leggings > Western Clothing > Bottoms & Tights,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fs-m-collection-6950-6740755-1-product.jpg,15%,849,999,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fblue-velvet-tights-for-women-tights001-5570476.html%2F%3Futm_content%3DSM787FAEPE7GNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Black Cotton Elegant Style Straight Pant For Women,Black Cotton Elegant Style Straight Pant For Women,Root Category > Womens Fashion > Womens Clothing > Pants > Palazzos & Capris > Pants & Trousers,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Ffashion-cafe-5115-8197855-1-product.jpg,36%,699,1095,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fblack-cotton-elegant-style-straight-pant-for-women-5587918.html%2F%3Futm_content%3DFA210FAEPRNYNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Pink Striped Polyester Nightwear Pajamas,Make a statement with&nbsp;Pink Striped,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5193-8559655-1-product.jpg,15%,595,700,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fpink-striped-polyester-nightwear-pajamas-5569558.html%2F%3Futm_content%3DVA395FAEPDHYNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Pink Shirt With Multi Lining Cotton Trouser Cotton Ld-9700,Sleep with comfort with Style and Comfort nightwear. The super cozy fabrics are sure to make your lounge time relaxing.&nbsp;,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fstyle-and-comfort-0608-4008655-1-product.jpg,32%,1699,2499,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fpink-shirt-with-multi-lining-cotton-trouser-cotton-ld-9700-5568004.html%2F%3Futm_content%3DST336FAEPCASNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Sea Green Viscose 1-Piece Peg Board Collection Kurta - W16346T-008-029,"Are you all ready to experience a blend of versatile and gorgeous designs to position yourself in the limelight and catch your eye in our fiercely feminine dresses? Witness the most magnificent, incomparable and classic designs of Generation, crafted in such manner that would blow your mind off. Generation offers a wide variety of ready to wear clothes for women in different designs and styles. It provides clothes that are trendy and fashionable, giving you a chance to make a style statement. Dress up! G...",Root Category > Womens Fashion > Womens Clothing > Kurtas & Shalwar Kameez > Kurtas > International Shipping,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fgeneration-2717-5652065-1-product.jpg,49%,1998,3898,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fsea-green-viscose-1-piece-peg-board-collection-kurta-w16346t-008-029-5602565.html%2F%3Futm_content%3DGE412FAEQ2YTNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Yellow Cotton & Lawn Embroidery 1-Piece Indian Antique Collection Kurta - W16830T-008-015,"Are you all ready to experience a blend of versatile and gorgeous designs to position yourself in the limelight and catch your eye in our fiercely feminine dresses? Witness the most magnificent, incomparable and classic designs of Generation, crafted in such manner that would blow your mind off. Generation offers a wide variety of ready to wear clothes for women in different designs and styles. It provides clothes that are trendy and fashionable, giving you a chance to make a style statement. Dress up! G...",Root Category > Womens Fashion > Womens Clothing > Kurtas & Shalwar Kameez > Kurtas > International Shipping,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fgeneration-1865-9652065-1-product.jpg,24%,2198,2898,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fyellow-cotton-lawn-embroidery-1-piece-indian-antique-collection-kurta-w16830t-008-015-5602569.html%2F%3Futm_content%3DGE412FAEQ2YXNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Off-White Cotton Net 1-Piece Hued Animal Collection Kurta - W16394T-008-014,"Are you all ready to experience a blend of versatile and gorgeous designs to position yourself in the limelight and catch your eye in our fiercely feminine dresses? Witness the most magnificent, incomparable and classic designs of Generation, crafted in such manner that would blow your mind off. Generation offers a wide variety of ready to wear clothes for women in different designs and styles. It provides clothes that are trendy and fashionable, giving you a chance to make a style statement. Dress up! G...",Root Category > Womens Fashion > Womens Clothing > Kurtas & Shalwar Kameez > Kurtas > International Shipping,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fgeneration-1861-6652065-1-product.jpg,24%,2198,2898,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Foff-white-cotton-net-1-piece-hued-animal-collection-kurta-w16394t-008-014-5602566.html%2F%3Futm_content%3DGE412FAEQ2YUNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
White Printed Kurta with Embroidery on Collar and Long Button Placket,,Root Category > Womens Fashion > Womens Clothing > Kurtas & Shalwar Kameez > Kurtas > Pakistani & Traditional Clothing,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Ffashion-cafe-3600-7869465-1-product.jpg,44%,1199,2150,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fwhite-printed-kurta-with-embroidery-on-collar-and-long-button-placket-5649687.html%2F%3Futm_content%3DFA210FA1AUP6INAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Light Brown Pashmina Embellished Stole,,Root Category > Womens Fashion > Womens Clothing > Winter Clothing > Scarves & Mufflers,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Famaze-3600-5781565-1-product.jpg,47%,699,1320,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Flight-brown-pashmina-embellished-stole-5651875.html%2F%3Futm_content%3DAM538FA0YF6UANAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
